"","RMSE without phylogenetic tree","RMSE with phylogenetic tree"
"1",0.881022231127759,0.710212520022548
"2",1.2606570843873,1.16146992326561
"3",0.938182319023201,0.805527654565083
"4",0.922205383745888,0.828107654610595
"5",0.924675383789095,0.854994229255433
"6",1.45261986575021,0.695661579619998
"7",0.625133678406689,0.676688392850962
"8",1.59333067115094,1.39280118516287
"9",0.905195475558677,0.776038746638648
"10",1.41364851789207,1.16268201976356
"11",0.906918745546383,0.93993241599809
"12",0.839771562539921,0.78065472521174
"13",1.11246347998458,0.805347827424685
"14",1.16174427933702,0.760157866750072
"15",0.976064285627622,0.855899430088081
"16",1.02041940897147,0.842459426960157
"17",0.736322235902711,0.695731937165511
"18",0.801048314409021,0.727618581330313
"19",1.45566351089556,1.1649089698906
"20",1.57737181041619,1.5536560487503
"21",1.80342179944228,1.75382375014289
"22",0.974985694843706,0.82312533632834
"23",1.30296876323077,0.995782922095501
"24",1.1258971651582,1.13062623644119
"25",1.25180968538871,1.01236276313923
"26",1.0508731503443,0.850357464898462
"27",1.06427775440503,0.690730568470993
"28",1.01761152440196,0.760402569541072
"29",1.14966519849356,0.929550530428889
"30",1.07915878177235,1.07254405725358
"31",0.808303462530432,0.662505409933886
"32",1.18138493390407,0.951713289783699
"33",0.790165495672114,0.605651253890965
"34",1.34830617945399,1.18470237314576
"35",1.69130951327593,1.60057433002031
"36",1.27304851499881,1.04145945590178
"37",0.98297508331689,0.664452521601488
"38",0.870946332511436,0.827963923736414
"39",0.739161106987826,0.64436198853551
"40",0.842550591052158,0.870518609332582
"41",1.49264093624172,1.47058286494876
"42",0.910593293690926,0.799634865402571
"43",0.679743521829832,0.559713980405773
"44",0.759229224365369,0.608815171541196
"45",1.19505179127999,1.16982246511465
"46",0.997445082154758,0.908027400685314
"47",0.893501691851333,0.622612083034162
"48",0.907426318225685,0.636135424766225
"49",0.889971505210352,0.795088119620685
"50",1.27790263280938,1.12318367635965
"51",1.24493309138296,1.14138333690526
"52",0.782929815060981,0.687557905931179
"53",1.56868757656933,1.53849736326373
"54",1.28512098588638,1.1675374865277
"55",1.054952590333,0.883890485445436
"56",0.984255449867094,0.608974985751804
"57",1.16522699619481,1.0040568759636
"58",1.02983410654658,0.834556389923993
"59",1.36833516186604,1.0487502915567
"60",0.996936619287658,0.807437965758913
"61",0.703490274857195,0.639484301631709
"62",1.49498235882324,1.37323368249272
"63",1.09853361027487,1.0232479927388
"64",1.13652029921089,0.958534365103328
"65",1.34427766789118,1.37353089997463
"66",1.12340684450996,1.13367703365198
"67",1.15310788278209,0.792818127084577
"68",0.96047373783426,0.647564658492425
